Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Apparel,60.00,250,150000.00,45000.00,30%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,425,318750.00,79688.00,25%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,700,385000.00,134750.00,35%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,550,330000.00,132000.00,40%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,550,330000.00,115500.00,35%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,425,233750.00,81813.00,35%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60.00,300,180000.00,54000.00,30%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,600,450000.00,112500.00,25%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,750,412500.00,144375.00,35%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,600,360000.00,144000.00,40%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,550,330000.00,115500.00,35%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,450,247500.00,86625.00,35%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,60.00,500,300000.00,90000.00,30%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,500,375000.00,93750.00,25%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60.00,700,420000.00,147000.00,35%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.00,650,422500.00,169000.00,40%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,525,315000.00,110250.00,35%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.00,475,285000.00,99750.00,35%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Apparel,70.00,475,332500.00,99750.00,30%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,450,337500.00,84375.00,25%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,50.00,625,312500.00,109375.00,35%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,625,343750.00,137500.00,40%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,50.00,475,237500.00,83125.00,35%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.00,425,212500.00,74375.00,35%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Apparel,60.00,425,255000.00,76500.00,30%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Apparel,65.00,475,308750.00,77188.00,25%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,50.00,550,275000.00,96250.00,35%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,550,302500.00,121000.00,40%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,50.00,375,187500.00,65625.00,35%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.00,350,175000.00,61250.00,35%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60.00,325,195000.00,58500.00,30%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,375,281250.00,70313.00,25%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60.00,550,330000.00,115500.00,35%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.00,600,390000.00,156000.00,40%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,450,270000.00,94500.00,35%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.00,425,255000.00,89250.00,35%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Apparel,70.00,375,262500.00,78750.00,30%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,500,375000.00,93750.00,25%,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60.00,700,420000.00,147000.00,35%,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.00,700,455000.00,182000.00,40%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,500,300000.00,105000.00,35%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.00,500,300000.00,105000.00,35%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Apparel,70.00,425,297500.00,89250.00,30%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,525,393750.00,98438.00,25%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30.00,450,135000.00,54000.00,40%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.00,450,180000.00,72000.00,40%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,40.00,450,180000.00,63000.00,35%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.00,300,120000.00,48000.00,40%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Apparel,45.00,250,112500.00,39375.00,35%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Apparel,40.00,450,180000.00,45000.00,25%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30.00,500,150000.00,60000.00,40%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.00,400,160000.00,64000.00,40%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,40.00,400,160000.00,56000.00,35%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.00,250,100000.00,40000.00,40%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,45.00,175,78750.00,27563.00,35%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,40.00,375,150000.00,37500.00,25%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40.00,525,210000.00,84000.00,40%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.00,375,187500.00,75000.00,40%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50.00,375,187500.00,65625.00,35%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,250,125000.00,50000.00,40%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.00,150,82500.00,28875.00,35%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,50.00,350,175000.00,43750.00,25%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,525,262500.00,105000.00,40%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,325,178750.00,71500.00,40%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,375,206250.00,72188.00,35%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,275,137500.00,55000.00,40%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.00,175,96250.00,33688.00,35%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,350,245000.00,61250.00,25%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,550,275000.00,110000.00,40%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,400,220000.00,88000.00,40%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,425,233750.00,81813.00,35%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,325,162500.00,65000.00,40%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.00,225,123750.00,43313.00,35%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,400,280000.00,70000.00,25%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,675,337500.00,135000.00,40%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,525,288750.00,115500.00,40%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,525,288750.00,101063.00,35%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,400,200000.00,80000.00,40%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.00,275,151250.00,52938.00,35%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,575,402500.00,100625.00,25%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,725,362500.00,145000.00,40%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,575,316250.00,126500.00,40%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,525,288750.00,101063.00,35%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,425,212500.00,85000.00,40%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.00,475,261250.00,91438.00,35%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,475,332500.00,83125.00,25%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55.00,675,371250.00,148500.00,40%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.00,625,375000.00,150000.00,40%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,500,275000.00,96250.00,35%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.00,450,247500.00,99000.00,40%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,65.00,450,292500.00,102375.00,35%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,425,297500.00,74375.00,25%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45.00,600,270000.00,108000.00,40%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.00,600,300000.00,120000.00,40%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,45.00,450,202500.00,70875.00,35%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.00,400,180000.00,72000.00,40%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.00,400,220000.00,77000.00,35%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,60.00,450,270000.00,67500.00,25%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45.00,525,236250.00,94500.00,40%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.00,525,262500.00,105000.00,40%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,45.00,350,157500.00,55125.00,35%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.00,325,146250.00,58500.00,40%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55.00,300,165000.00,57750.00,35%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,350,245000.00,61250.00,25%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55.00,525,288750.00,115500.00,40%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.00,575,345000.00,138000.00,40%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,425,233750.00,81813.00,35%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.00,400,220000.00,88000.00,40%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,65.00,350,227500.00,79625.00,35%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,475,332500.00,83125.00,25%,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55.00,675,371250.00,148500.00,40%,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.00,675,405000.00,162000.00,40%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,475,261250.00,91438.00,35%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.00,475,261250.00,104500.00,40%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,65.00,400,260000.00,91000.00,35%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,70.00,500,350000.00,87500.00,25%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40.00,"1,025",410000.00,184500.00,45%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.00,825,330000.00,115500.00,35%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,30.00,825,247500.00,61875.00,25%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.00,675,236250.00,70875.00,30%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Apparel,50.00,725,362500.00,126875.00,35%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,40.00,825,330000.00,165000.00,50%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40.00,"1,075",430000.00,193500.00,45%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.00,725,290000.00,101500.00,35%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,30.00,775,232500.00,58125.00,25%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,35.00,625,218750.00,65625.00,30%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,50.00,700,350000.00,122500.00,35%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's Apparel,35.00,800,280000.00,140000.00,50%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,35.00,"1,020",357000.00,160650.00,45%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.00,700,245000.00,85750.00,35%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25.00,725,181250.00,45313.00,25%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.00,575,172500.00,51750.00,30%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,45.00,625,281250.00,98438.00,35%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,35.00,725,253750.00,126875.00,50%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,35.00,975,341250.00,153563.00,45%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.00,675,236250.00,82688.00,35%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25.00,675,168750.00,42188.00,25%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.00,600,180000.00,54000.00,30%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,50.00,625,312500.00,109375.00,35%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,40.00,775,310000.00,155000.00,50%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,50.00,"1,045",522500.00,235125.00,45%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.00,750,375000.00,131250.00,35%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,45.00,725,326250.00,81563.00,25%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.00,675,303750.00,91125.00,30%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,55.00,700,385000.00,134750.00,35%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,60.00,800,480000.00,240000.00,50%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,55.00,"1,050",577500.00,259875.00,45%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.00,800,400000.00,140000.00,35%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,50.00,775,387500.00,96875.00,25%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50.00,750,375000.00,112500.00,30%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,65.00,750,487500.00,170625.00,35%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Apparel,70.00,925,647500.00,323750.00,50%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,65.00,"1,150",747500.00,336375.00,45%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.00,900,540000.00,189000.00,35%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,55.00,825,453750.00,113438.00,25%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.00,775,426250.00,127875.00,30%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,65.00,800,520000.00,182000.00,35%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,70.00,975,682500.00,341250.00,50%,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,65.00,"1,125",731250.00,329063.00,45%,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.00,900,540000.00,189000.00,35%,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,55.00,825,453750.00,113438.00,25%,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.00,775,348750.00,104625.00,30%,Online
